datetime,precip,tmin,tmax
9/23/2011,5.39997050353501,20,28.6
9/24/2011,43.2145205350395,19,27
9/25/2011,6.44805388086229,19.5,26.6
9/26/2011,11.14785754935,19,28.6
9/27/2011,3.22259600290763,19,30.3
9/28/2011,0.357160425338376,18.9,30
9/29/2011,0.154655602195353,19.2,30.5
9/30/2011,0,20.5,31.9
10/1/2011,6.70451371656892,18.3,31.2
10/2/2011,0,17.5,30.2
10/3/2011,0,17,24.8
10/4/2011,0,17,30.3
10/5/2011,0,19,31
10/6/2011,0,17,31.1
10/7/2011,0,16.6,31.3
10/8/2011,0,17,31
10/9/2011,0,16,30.9
10/10/2011,0,15.8,30.2
10/11/2011,0,15.5,30
10/12/2011,0,16.3,30.9
10/13/2011,0,17,30.5
10/14/2011,0,19,29.4
10/15/2011,0,18.6,29.5
10/16/2011,0,17.5,29.9
10/17/2011,1.45376266063632,16.5,29.9
10/18/2011,0,15.5,29.2
10/19/2011,0.0870003745967976,15,29.5
10/20/2011,0,15.9,27.5
10/21/2011,0,17.5,28.3
10/22/2011,0,12.5,28.7
10/23/2011,0,13.5,28.5
10/24/2011,0,14.9,28
10/25/2011,0,16,28.9
10/26/2011,1.41549625221476,15.9,27.9
10/27/2011,5.59853279947179,12.3,26
10/28/2011,0,13.5,27.9
10/29/2011,0,14.7,25.5
10/30/2011,0,13.1,26.1
10/31/2011,0,15,25.8
11/1/2011,0.046396680658606,13.4,25.3
11/2/2011,0,14.5,22.4
11/3/2011,0,14.2,22.2
11/4/2011,15.061202924763,14,22.9
11/5/2011,2.49776001205509,14.5,20.9
11/6/2011,16.6186774933072,13.5,22.1
11/7/2011,14.613198759897,11.5,22.4
11/8/2011,0,11,24
11/9/2011,1.86269294122511,10.5,25
11/10/2011,0,11,26
11/11/2011,0,12,25.6
11/12/2011,0.0519506073219455,16,22.5
11/13/2011,4.46498492661041,16,20.5
11/14/2011,0.695950209879089,15.5,20
11/15/2011,0.129876518304864,12,22.5
11/16/2011,0.278380083951636,14,20.5
11/17/2011,0,11.8,21.5
11/18/2011,0,10.8,22.3
11/19/2011,0,13,22.5
11/20/2011,0,9.5,23.8
11/21/2011,0,9,25.5
11/22/2011,0,10,26.5
11/23/2011,0,10.5,26.2
11/24/2011,0,9.5,26
11/25/2011,0,9.8,25.3
11/26/2011,0,10.8,25
11/27/2011,0,10,25.5
11/28/2011,0,10,24.5
11/29/2011,0,12,23.5
11/30/2011,0,13,23.5
12/1/2011,0,10,19
12/2/2011,0,10.5,19.5
12/3/2011,0,10.5,21.2
12/4/2011,0,11.2,21.5
12/5/2011,0,11,21.5
12/6/2011,0,10.5,22.2
12/7/2011,0,9.4,22.2
12/8/2011,0,9.5,24.5
12/9/2011,0,10.2,23
12/10/2011,0,9,22.7
12/11/2011,0,8,19
12/12/2011,0,8,19.5
12/13/2011,0,6.6,19.6
12/14/2011,0,6.2,19
12/15/2011,0,6.5,19.6
12/16/2011,0,7,19.8
12/17/2011,0,7.5,19.9
12/18/2011,0,7.9,20.5
12/19/2011,0,6.5,21.3
12/20/2011,0,6.9,21
12/21/2011,0,5.4,21.3
12/22/2011,0,4.9,21.5
12/23/2011,0,5.5,20.8
12/24/2011,0,5.2,22.5
12/25/2011,0,5.8,21.8
12/26/2011,0,6.5,21.5
12/27/2011,0,7.5,22
12/28/2011,0,6.5,22.5
12/29/2011,0,6,22.2
12/30/2011,0,5.5,23
12/31/2011,0,5.4,23.6
1/1/2012,0.552713481680577,8.5,18.4
1/2/2012,17.0346885578132,9.5,20.4
1/3/2012,1.65244702425176,7.5,18
1/4/2012,1.4603714763228,7.5,20.4
1/5/2012,0.999023908873133,5.5,19.5
1/6/2012,0,7.8,19.5
1/7/2012,0,5.6,19.5
1/8/2012,0.194814777457296,6.5,19.3
1/9/2012,0.129876518304864,8.9,17.2
1/10/2012,0.0649382591524319,5.5,17.5
1/11/2012,0,6,19.5
1/12/2012,1.29138565253122,4,17.4
1/13/2012,0,4.1,19.6
1/14/2012,0.103901214643891,4.5,19.4
1/15/2012,0.504125981848002,7,18.6
1/16/2012,0.161149428110596,4.5,18.5
1/17/2012,0,5,19
1/18/2012,0,5.7,21.5
1/19/2012,0,7.8,20.9
1/20/2012,1.15051802394611,4.5,19.5
1/21/2012,0.16234564788108,4,19.5
1/22/2012,0.227283907033512,5.2,19
1/23/2012,0.0974073887286479,5,20.2
1/24/2012,0,7.4,20
1/25/2012,0,6,21.3
1/26/2012,0.819674691635372,6.6,20.6
1/27/2012,0,6,22
1/28/2012,0.0974073887286479,5.3,20.6
1/29/2012,0.227283907033512,5.6,20.6
1/30/2012,0,6.9,21.5
1/31/2012,0,7,20.8
2/1/2012,0.194814777457296,5,20
2/2/2012,0,5.8,20.5
2/3/2012,0,6.3,21.3
2/4/2012,0,6.9,22.8
2/5/2012,0,8.6,24.2
2/6/2012,0,7.6,24.5
2/7/2012,15.7071152069741,8.8,25.5
2/8/2012,31.459560144747,10.5,17
2/9/2012,7.30610656866881,7.5,18.5
2/10/2012,0,4.5,21
2/11/2012,0,5.8,20
2/12/2012,0,6,20.4
2/13/2012,0,6.5,18
2/14/2012,0,7,21.8
2/15/2012,0.250348016696907,11,26.8
2/16/2012,0,8,21.5
2/17/2012,0,8.6,24.8
2/18/2012,0,8.8,25.2
2/19/2012,0,8.4,24.2
2/20/2012,0,9.3,23.8
2/21/2012,0,13.3,21.8
2/22/2012,0,9.9,24.4
2/23/2012,0,10.5,28
2/24/2012,0,10.5,28.2
2/25/2012,0,11.5,27.8
2/26/2012,0,10.6,27.5
2/27/2012,0,9.5,26
2/28/2012,0,9.8,26.1
2/29/2012,0,10.6,24
3/1/2012,0,5.8,20.5
3/2/2012,0,9.5,23.8
3/3/2012,0,9.8,25.2
3/4/2012,0,10.6,24.2
3/5/2012,0.23198340329303,11.4,27.5
3/6/2012,0,10.5,25.3
3/7/2012,0,10.2,26.7
3/8/2012,1.36096929931911,10.5,26
3/9/2012,0,9.5,25.3
3/10/2012,0.0390613926761132,9,27.2
3/11/2012,0.0585920890141698,9,26
3/12/2012,0,9.2,29.3
3/13/2012,1.45377782623635,9.4,24.8
3/14/2012,2.16517843073494,9.9,23
3/15/2012,0.0568165711652556,9.9,24.6
3/16/2012,0.16234564788108,10.5,25.9
3/17/2012,0.0974073887286479,13.5,25
3/18/2012,0,14.3,29.5
3/19/2012,0,14.2,30.2
3/20/2012,0,14.9,31
3/21/2012,0,13,29.6
3/22/2012,0,14.2,25.7
3/23/2012,0,16.2,28
3/24/2012,0,16,30.5
3/25/2012,0,16,31
3/26/2012,0,15.5,32.5
3/27/2012,1.67028050370981,14.8,30.4
3/28/2012,2.92708890763946,14.5,30.2
3/29/2012,4.86405897084412,16.7,30
3/30/2012,0,16.8,31
3/31/2012,0,17,31.2
4/1/2012,0.519506073219455,16.5,29.5
4/2/2012,0.259753036609728,16,30.5
4/3/2012,0.227283907033512,17.6,30.5
4/4/2012,8.67826817377609,18.4,29.6
4/5/2012,6.5057494541431,15.3,26.8
4/6/2012,0.139190041975818,13.4,28.7
4/7/2012,1.74760830480749,11.9,26.8
4/8/2012,0,13.5,27.4
4/9/2012,0.271471282297039,14.4,27.7
4/10/2012,14.4012077792711,14,27.6
4/11/2012,20.7993933086162,16.6,26.4
4/12/2012,30.4913259391617,15.6,24.3
4/13/2012,14.9942435642402,14.3,27.4
4/14/2012,3.57254441071266,12.4,28.2
4/15/2012,0.623505725048001,12.2,30
4/16/2012,6.73584617813874,15.4,26.9
4/17/2012,0.340242324829777,13.6,28.7
4/18/2012,0,15.5,29.6
4/19/2012,0.440418641376503,15.5,31.6
4/20/2012,0.278380083951636,16.2,32.3
4/21/2012,0,17.7,32.6
4/22/2012,0,18.6,29.8
4/23/2012,1.25271037778236,15.6,31.4
4/24/2012,0.87837544539114,15.3,31.6
4/25/2012,0.227283907033512,16.1,32.3
4/26/2012,0.16234564788108,16.6,32.5
4/27/2012,0.525829047464201,16.8,32.6
4/28/2012,0,17.9,32.6
4/29/2012,0,17.3,32.8
4/30/2012,0.850605812074443,15,32
5/1/2012,0,15.5,29.8
5/2/2012,0.0568165711652556,15.6,31
5/3/2012,6.38637579848609,14.4,31.3
5/4/2012,0.185586722634424,15.9,29
5/5/2012,0,11.3,29.1
5/6/2012,0,15.3,27.2
5/7/2012,0,14.2,29.8
5/8/2012,0,16.1,29.8
5/9/2012,0.122510731575082,18.9,31.9
5/10/2012,0.46396680658606,18.6,32.7
5/11/2012,5.67145257013144,17,31.5
5/12/2012,3.94383159798172,14.9,31.5
5/13/2012,14.5782606069108,18.9,31
5/14/2012,5.7131159520566,16,31.6
5/15/2012,1.7940049854661,17.2,33.3
5/16/2012,0.355707885049312,18.4,34.6
5/17/2012,0.122510731575082,15.9,32.4
5/18/2012,0,18.5,33.2
5/19/2012,0.0585920890141698,18,32.3
5/20/2012,0.850605812074443,17.2,32.5
5/21/2012,28.3129327066217,15.9,32.4
5/22/2012,0,14.3,33.5
5/23/2012,2.1287919328287,19.2,33
5/24/2012,26.7163387570001,19.6,34.2
5/25/2012,1.15991701646515,19.5,34.3
5/26/2012,2.23483790552297,21.8,34.3
5/27/2012,5.91574739697257,21.4,32.7
5/28/2012,22.354586204297,20.5,31.5
5/29/2012,0,19.4,32.6
5/30/2012,0.819674691635372,21.7,34.3
5/31/2012,1.90226390700284,21,33.6
6/1/2012,3.94371785598151,19.8,32.3
6/2/2012,16.6599761517643,20.4,32.4
6/3/2012,2.18064399095448,18.3,30.7
6/4/2012,2.47448963512565,21.3,31.3
6/5/2012,6.9841957138333,17,32
6/6/2012,42.1464396062477,16.7,32.3
6/7/2012,1.97191579899086,20.1,32.3
6/8/2012,14.4216543838574,19,31.8
6/9/2012,16.1114404855328,21.4,33.4
6/10/2012,0.139190041975818,19.9,33.2
6/11/2012,2.36629895878903,18.1,32
6/12/2012,1.33049495801794,19.4,33.2
6/13/2012,1.82493610590517,19.4,32.3
6/14/2012,11.3040481915981,20.3,32.6
6/15/2012,6.6890026595493,20.2,32.6
6/16/2012,1.23724481756283,21,32.3
6/17/2012,47.7876424085753,22.2,31.8
6/18/2012,26.3310876116942,21.4,27.6
6/19/2012,6.79001014236246,20.5,31
6/20/2012,11.8143358508426,20.6,31.2
6/21/2012,29.09807788707,20.5,31.2
6/22/2012,11.8518327465406,21.6,31.8
6/23/2012,7.91746106578257,21.2,31.3
6/24/2012,83.1936090393249,21.9,30.3
6/25/2012,22.3216944532361,21,32.8
6/26/2012,55.9998840563494,21.6,32.7
6/27/2012,14.1217678649493,21.4,29.3
6/28/2012,0.317736880143484,24.2,32.6
6/29/2012,32.4334939330023,20.2,31.6
6/30/2012,4.25758386565739,21.2,31.8
7/1/2012,9.84500545386802,21.8,33
7/2/2012,11.6083164149975,21.8,32
7/3/2012,4.72670323132962,21.5,30.5
7/4/2012,18.3840789348277,21,27.5
7/5/2012,24.6885874066033,21.4,30.6
7/6/2012,15.1052602780652,21,31.4
7/7/2012,12.9035379572416,20.4,33.4
7/8/2012,5.1005979490493,20.5,32
7/9/2012,8.07155701453563,20.2,32.3
7/10/2012,9.38474004113447,21.5,31.9
7/11/2012,23.0353763454633,21.8,29.3
7/12/2012,55.5247725820042,21.5,32.3
7/13/2012,51.2892605139828,21.3,29.8
7/14/2012,20.1675075802748,20.6,31.4
7/15/2012,16.52730214571,20.8,30.5
7/16/2012,37.64283315615,21.2,27.6
7/17/2012,11.2219450662407,21.2,30.2
7/18/2012,15.6088816061417,21.8,27.5
7/19/2012,23.7226892027944,21.9,27.3
7/20/2012,26.2246423236449,21.3,30.8
7/21/2012,7.34614110427928,21.8,31
7/22/2012,13.8486335417113,21.8,28.8
7/23/2012,4.53284389830132,21.3,29.5
7/24/2012,36.4469802460772,21.4,30.2
7/25/2012,18.7648070182002,21.4,30.2
7/26/2012,1.20930424654996,21.4,31
7/27/2012,1.44579301251283,22.2,29.8
7/28/2012,8.4900798764749,20.8,31.4
7/29/2012,18.4120717103574,21,30.5
7/30/2012,11.637239088135,21.3,31.3
7/31/2012,5.62363916061867,21.6,30
8/1/2012,8.62277201460559,21.3,29
8/2/2012,34.5625398888132,21.2,28.9
8/3/2012,45.92914686948,21.6,28.3
8/4/2012,6.4861362996858,20.5,31.7
8/5/2012,34.8738068087867,23.5,32.5
8/6/2012,37.0611710729087,19.8,32.5
8/7/2012,0,21.5,30.3
8/8/2012,25.8571207291402,22,28.3
8/9/2012,36.2655944128877,20.9,28.5
8/10/2012,11.699995826679,23.3,32.3
8/11/2012,20.5090560863661,20,31.3
8/12/2012,3.45187872358271,21.2,32.5
8/13/2012,13.596524288119,20.8,31.5
8/14/2012,8.62432722503353,20,32.4
8/15/2012,8.66034305624893,21,32.5
8/16/2012,5.59034973327102,20.8,32.2
8/17/2012,0,21.6,32.8
8/18/2012,43.5421594437751,21.6,32
8/19/2012,41.3590326659386,22.2,31.6
8/20/2012,66.3296686903712,19.9,27.3
8/21/2012,38.2910471203622,21.2,30.5
8/22/2012,28.5580469349317,21,29.5
8/23/2012,55.6119192410092,20.6,30.5
8/24/2012,14.3948563974906,19.6,32.5
8/25/2012,22.556940425593,21.4,30.8
8/26/2012,7.27310716864068,19.8,31.3
8/27/2012,6.09979287154505,21.4,32.8
8/28/2012,22.7363469903797,20.4,31.6
8/29/2012,27.2900505351868,21.3,31.3
8/30/2012,41.6346571594064,21.2,32.2
8/31/2012,11.328534548294,20.9,31.8
9/1/2012,18.4805883066028,20.8,31.6
9/2/2012,1.17999660409612,21.6,31.2
9/3/2012,6.11522051776452,20.8,32.3
9/4/2012,61.3254627632561,19.7,30.5
9/5/2012,49.0799375421915,19.8,32.5
9/6/2012,5.27386977686175,20.2,30.8
9/7/2012,8.76146355696717,20.5,33
9/8/2012,0,20.5,33.4
9/9/2012,0.434017501137447,20.8,31.7
9/10/2012,23.7167705644503,21.5,32.3
9/11/2012,56.6940481502501,21.2,31
9/12/2012,8.27410196157956,21.5,28.6
9/13/2012,33.8607439969407,21.2,29.5
9/14/2012,28.8232449575801,20.8,31.6
9/15/2012,26.5040560353969,20.4,29.8
9/16/2012,37.9575955601082,20.6,30
9/17/2012,53.4445749542994,20.3,26.3
9/18/2012,33.2074906696193,18.4,23.7
9/19/2012,0.835140251854907,17.3,28.8
9/20/2012,0,17.8,31.3
9/21/2012,7.09889687636709,18.3,32.7
9/22/2012,1.31461053266057,18.9,31.4
9/23/2012,5.48268137962553,19,31.8
9/24/2012,0,19.2,31
9/25/2012,0,16.2,31
9/26/2012,0,22.8,31
9/27/2012,0,22.9,31.5
9/28/2012,0,22.8,31.5
9/29/2012,0,18.4,32
9/30/2012,0,19.7,31.3
10/1/2012,12.6432435529267,19.4,30.9
10/2/2012,1.11352033580654,21,30.4
10/3/2012,1.48471652947543,18,29.8
10/4/2012,9.02861701634466,17.6,29.5
10/5/2012,1.31461053266057,15.5,29.8
10/6/2012,0,15.2,29.3
10/7/2012,0,14.5,29.5
10/8/2012,0.0514900176185129,16,31.2
10/9/2012,0,15.7,30.2
10/10/2012,0,15.3,29
10/11/2012,0.0621431247119983,14.3,29.2
10/12/2012,0,14.4,29.3
10/13/2012,0,14.2,29
10/14/2012,0,13,28.2
10/15/2012,0,13.2,27.9
10/16/2012,0,15,28.5
10/17/2012,0,14.7,29
10/18/2012,0.46396680658606,12.2,28.1
10/19/2012,0,12.7,28.4
10/20/2012,0,13.2,27.8
10/21/2012,0,12.6,28.3
10/22/2012,0,12.4,28.6
10/23/2012,0,12.6,28.2
10/24/2012,0,12.5,24.2
10/25/2012,0,10.2,26.5
10/26/2012,0,10.7,26.8
10/27/2012,0,9.9,28.6
10/28/2012,0,10.4,28.6
10/29/2012,0,14.9,28.3
10/30/2012,0,10.3,28.9
10/31/2012,0,10.2,28.8
11/1/2012,0,10.3,27.8
11/2/2012,0,10.6,27.9
11/3/2012,0,9.9,26.3
11/4/2012,0,10.6,27.2
11/5/2012,0,10.2,26.8
11/6/2012,0,10.5,26.8
11/7/2012,0,8.7,26.3
11/8/2012,0,8.6,25.3
11/9/2012,0,8.9,26.2
11/10/2012,0,11.9,25.2
11/11/2012,0,9.3,25.8
11/12/2012,0,11,24.8
11/13/2012,0.0692451961076552,8.8,26.2
11/14/2012,0,8.6,26.7
11/15/2012,0,8.6,26.3
11/16/2012,0,9.3,26.7
11/17/2012,0,7.7,27.8
11/18/2012,0,8.4,28.2
11/19/2012,0,7.9,25.8
11/20/2012,0,7.7,25.8
11/21/2012,0,8.2,25.2
11/22/2012,0,7.8,23.5
11/23/2012,0,8.4,25
11/24/2012,0,11.2,25
11/25/2012,0,7.4,23.8
11/26/2012,0,7.4,23.7
11/27/2012,0,8.2,23.3
11/28/2012,0,7.9,21.7
11/29/2012,0,9.6,23.3
11/30/2012,0,8.7,23.6
12/1/2012,0,8.3,24.9
12/2/2012,0,7.9,23.6
12/3/2012,0,7.4,23.9
12/4/2012,0,6.6,26.2
12/5/2012,0,7,23.7
12/6/2012,0,8.4,22.7
12/7/2012,0,9.4,24.6
12/8/2012,0,10.9,24.5
12/9/2012,0,11.8,22.9
12/10/2012,0,10.2,23
12/11/2012,0,9.3,22.8
12/12/2012,0.0337348391293705,8.3,23.6
12/13/2012,0.0266327677337136,8.5,22
12/14/2012,0,7.9,24.8
12/15/2012,0,5.9,23
12/16/2012,0,6.2,23.3
12/17/2012,0,6.6,23.2
12/18/2012,0,8.4,22.9
12/19/2012,0,6.9,21.7
12/20/2012,0,8.2,21
12/21/2012,0,6.7,18.6
12/22/2012,0,8.2,20.6
12/23/2012,0,6.4,23.6
12/24/2012,0,4.5,24.7
12/25/2012,0,4.2,22
12/26/2012,0,4.2,20.7
12/27/2012,0,4.4,21.3
12/28/2012,0,5.2,21.2
12/29/2012,0,4.6,22.2
12/30/2012,0,4.6,20.5
12/31/2012,0,6.6,21.9
1/1/2013,0,6.4,21.2
1/2/2013,0,6.4,22.7
1/3/2013,0,6.4,21.6
1/4/2013,0,4.6,20.3
1/5/2013,0,4.3,21.7
1/6/2013,0,2.5,19.8
1/7/2013,0,4,20.5
1/8/2013,0,9.2,18
1/9/2013,0,2.6,17.7
1/10/2013,0,3.5,17.9
1/11/2013,0,4.1,18.6
1/12/2013,0,5.2,21.5
1/13/2013,0,5.8,21.2
1/14/2013,0,6.4,20.8
1/15/2013,0,6.9,20.9
1/16/2013,0,5.9,22.5
1/17/2013,8.78126672291837,7.4,22
1/18/2013,2.63733609517805,11.3,20.2
1/19/2013,3.78212308845563,10,20.3
1/20/2013,1.35325547620938,6.4,21.5
1/21/2013,0,5.3,22.5
1/22/2013,8.15058530249555,5.8,21.3
1/23/2013,0,6.4,21.3
1/24/2013,0,6.8,21.2
1/25/2013,0,6.8,21.2
1/26/2013,0,7.2,21.2
1/27/2013,0,6.8,21.7
1/28/2013,0,7.5,20.5
1/29/2013,0,8.4,24.5
1/30/2013,0,9.3,24.2
1/31/2013,0,9.7,23.5
2/1/2013,0,10,21.5
2/2/2013,0,10,21.9
2/3/2013,0,10.8,24.5
2/4/2013,0,9.9,21.2
2/5/2013,0.618622408781413,11,19.6
2/6/2013,5.45320401415079,10.9,19.7
2/7/2013,0.201052282853959,9.7,24
2/8/2013,0,8.6,23.7
2/9/2013,2.62922106532114,7.6,24.6
2/10/2013,4.99552002411017,8.3,24
2/11/2013,0,9.3,25.4
2/12/2013,0,9.3,22.5
2/13/2013,0,9,26.2
2/14/2013,0,8.6,27.3
2/15/2013,0.00268386248756166,11,21
2/16/2013,7.18888597798129,11.9,18.8
2/17/2013,20.3255869991279,10.3,22
2/18/2013,7.98296974810761,5.6,20.5
2/19/2013,0,8.6,23
2/20/2013,0.0268386248756166,10.2,23
2/21/2013,0.742346890537695,8.5,23.9
2/22/2013,0,9.4,26
2/23/2013,6.38637579848609,11.6,26
2/24/2013,2.35837590401493,13,20.8
2/25/2013,2.39489092443228,9.2,26
2/26/2013,0,11.2,27.9
2/27/2013,0,11.9,28.4
2/28/2013,0,12.4,29
3/1/2013,0,11.3,28.2
3/2/2013,0,11.5,27.5
3/3/2013,0,13.3,28.7
3/4/2013,0,14.3,28.5
3/5/2013,0,15.4,29.2
3/6/2013,0,13.8,29.7
3/7/2013,0,13.9,27.3
3/8/2013,0,14.4,29.4
3/9/2013,0,14.8,27.9
3/10/2013,1.31461053266057,14.9,24.5
3/11/2013,1.75488887390012,10.9,26.7
3/12/2013,0,13.6,28.5
3/13/2013,0,15.9,28.3
3/14/2013,2.66786600886995,14.3,29
3/15/2013,3.95099842507413,12.2,29.8
3/16/2013,0,15.4,30.4
3/17/2013,0,14.9,26
3/18/2013,0,10.1,27.6
3/19/2013,0,12.6,28.3
3/20/2013,1.97191579899086,15.4,27.2
3/21/2013,0,13.1,29.6
3/22/2013,6.10889628671645,10.7,27.3
3/23/2013,0,14.8,27.5
3/24/2013,0,15.1,28.4
3/25/2013,0.788766319596343,15.9,28.3
3/26/2013,0.804209131415837,14.2,31
3/27/2013,0,14.9,29.8
3/28/2013,0,16.1,28.8
3/29/2013,2.9771999616607,16.1,31.2
3/30/2013,0.42522150239747,14.9,29.9
3/31/2013,0,15.4,29.4
4/1/2013,0.0670965621890417,12.6,30.4
4/2/2013,1.97191579899086,15.9,31.9
4/3/2013,0,14.7,31.5
4/4/2013,0.467154880115233,12.8,30.5
4/5/2013,0,15.5,30.2
4/6/2013,0,15.5,30.2
4/7/2013,0,15.5,30.5
4/8/2013,0,18.5,30.5
4/9/2013,0,13.5,31.4
4/10/2013,0,19.5,33.4
4/11/2013,0.0268386248756166,18.4,33.4
4/12/2013,0,18.3,33.9
4/13/2013,0,19.2,34.3
4/14/2013,0.0536772497512333,19.9,31.8
4/15/2013,0,15.8,31.8
4/16/2013,0,15.4,30.2
4/17/2013,3.15506527838537,14.8,28.9
4/18/2013,12.1483605826453,13.4,27.4
4/19/2013,5.05588084046815,14.4,29.2
4/20/2013,0.171767199203946,15.6,26.4
4/21/2013,8.84679308649599,14.7,20.8
4/22/2013,1.68574606392935,15.2,24.3
4/23/2013,14.2820101599624,14.9,26.3
4/24/2013,4.91812397781237,16.4,30.99
4/25/2013,2.39489092443228,15.6,30.71
4/26/2013,1.06439596641435,14.3,30.85
4/27/2013,0,16.9,30.67
4/28/2013,0,19.4,30.31
4/29/2013,3.76177497757523,18.3,30.38
4/30/2013,0.293845644171171,19.4,30.09
5/1/2013,29.8653982879615,17.1,32.9
5/2/2013,1.99505726832006,18.9,32.4
5/3/2013,0,18.3,32.1
5/4/2013,0,17.9,31.2
5/5/2013,0,18.3,30.1
5/6/2013,0.448501246366524,16.8,28.4
5/7/2013,26.4716174822212,17.9,28.9
5/8/2013,3.02360422511932,19.4,27.6
5/9/2013,14.6354445381973,20.7,29.4
5/10/2013,4.02841145746997,18.4,29.6
5/11/2013,0.46396680658606,18.7,30.9
5/12/2013,12.5087420005613,18.2,32.9
5/13/2013,0,18.7,31.6
5/14/2013,0,17.4,30.9
5/15/2013,4.33821475777989,18.4,29.8
5/16/2013,0.742346890537695,17.4,28.7
5/17/2013,30.6818010669621,16.7,30.8
5/18/2013,11.6829131903974,17.9,30.4
5/19/2013,3.97012380863493,19.9,31.3
5/20/2013,19.3133262185157,20.9,28.2
5/21/2013,11.9895270372546,20.9,30.2
5/22/2013,37.7548657476484,21.4,29.6
5/23/2013,2.21385121542676,21.9,32.1
5/24/2013,38.7019188959436,20.9,28.4
5/25/2013,34.0283268317661,22.4,30.5
5/26/2013,70.6542924332077,21.7,30.3
5/27/2013,19.5506019413922,20,31.3
5/28/2013,3.3528472942052,21.6,31.9
5/29/2013,42.1900097024647,20.4,30.8
5/30/2013,0.046396680658606,18.3,31.2
5/31/2013,0.107354499502467,19.32,31.03
6/1/2013,12.3646713662762,20.2,28.9
6/2/2013,0,19.1,32.2
6/3/2013,4.04900044059456,20,32.2
6/4/2013,11.9756633874971,22.4,33.3
6/5/2013,14.1521085963979,22.4,31.4
6/6/2013,16.0778322092514,21.6,30.9
6/7/2013,14.5775105853395,21.8,31.6
6/8/2013,8.51629399910359,21.4,31.5
6/9/2013,36.6684410429743,22.8,30.5
6/10/2013,41.6391087159945,23.6,31.3
6/11/2013,24.1733075783349,21.5,30.9
6/12/2013,7.46698782551205,22,33.5
6/13/2013,21.1533101860004,20.8,33.3
6/14/2013,2.95398266433136,21.7,32.8
6/15/2013,6.70447580256885,20.9,26.4
6/16/2013,3.81443215302325,20.9,25.7
6/17/2013,60.0710504423883,18.5,21.9
6/18/2013,87.1328804267527,18.8,24.4
6/19/2013,25.508059913206,18.6,27.4
6/20/2013,0.927933613172119,20.7,32.4
6/21/2013,4.97991039069037,22.5,32.8
6/22/2013,33.1044521270505,22.4,31.2
6/23/2013,28.5165574677935,22,33
6/24/2013,24.7514558579613,22.3,33.2
6/25/2013,1.3059435902949,22.4,33.4
6/26/2013,17.4556318756199,21.8,32
6/27/2013,3.64535232895991,22.9,31.3
6/28/2013,31.7758633833037,22.4,29.8
6/29/2013,13.0535041231467,22.3,28.9
6/30/2013,17.1383799413445,22.3,31.2
7/1/2013,2.39716183402797,22.3,30.4
7/2/2013,16.1677886788181,22.7,28.9
7/3/2013,10.2944992663819,21.8,31.6
7/4/2013,3.332674082406,22.4,30.8
7/5/2013,12.2880178492474,22.5,29.7
7/6/2013,36.4628345226996,21.9,28.8
7/7/2013,4.17570125927454,21.8,28.9
7/8/2013,10.4863391819927,21.9,27.5
7/9/2013,51.6018242902247,21.7,28.8
7/10/2013,13.3005114731214,21.9,29.3
7/11/2013,41.5760818863115,22.2,29.1
7/12/2013,6.47598481922186,22.2,32.2
7/13/2013,11.3673839141588,22.7,31.8
7/14/2013,0.624998555839759,22.6,30.8
7/15/2013,9.58979435629687,21.9,28.8
7/16/2013,0.568133232559353,22.4,30.4
7/17/2013,26.0843626183075,22.2,29.6
7/18/2013,20.5298122934191,22.4,29.4
7/19/2013,63.8636392079361,21.9,28.3
7/20/2013,23.9611167733782,21.6,32.2
7/21/2013,10.1731671426766,22.5,31.4
7/22/2013,6.65019089440019,22.2,32.1
7/23/2013,30.1508545685527,22.9,32.8
7/24/2013,45.5626626611531,21.4,31.8
7/25/2013,52.2864107666151,20.4,30.7
7/26/2013,34.8160534915614,22.4,32.9
7/27/2013,17.9558414752811,21.1,32.5
7/28/2013,13.7990236706684,21.9,31.6
7/29/2013,0.550858828271255,21.8,32.7
7/30/2013,25.0565174235243,22.6,32.4
7/31/2013,6.93001963655628,22.9,36.6
8/1/2013,10.3466645224695,22.3,31.2
8/2/2013,18.3100127234571,21.8,31.6
8/3/2013,28.2716671765236,21.6,31.3
8/4/2013,0,22.4,33
8/5/2013,20.6237453981511,20.4,31.8
8/6/2013,12.890737804383,20.8,31
8/7/2013,15.2423974070373,21.4,29.4
8/8/2013,28.8650659667099,21.4,29.5
8/9/2013,16.6205944353146,22.1,30.4
8/10/2013,33.7712201596884,21.9,30.5
8/11/2013,1.3168562701554,22,28.5
8/12/2013,24.4965016340193,21.8,30.4
8/13/2013,0.154655602195353,22.9,31.6
8/14/2013,24.7656786091708,20.6,31.6
8/15/2013,8.57588441713276,21.5,32
8/16/2013,4.00558009685965,21.3,30.5
8/17/2013,27.3469621673264,21.9,29.7
8/18/2013,33.8488116149886,21.4,30
8/19/2013,6.30703289504683,21.5,30.2
8/20/2013,24.8795043347447,21.4,29.5
8/21/2013,15.8935489563656,22.4,29.5
8/22/2013,25.6356880412269,20.2,28.8
8/23/2013,0.123724481756283,21,31.9
8/24/2013,0.154655602195353,22.4,32.6
8/25/2013,0.309311204390706,22.5,32
8/26/2013,2.07608222496415,22.6,31.5
8/27/2013,3.61583389978628,21.6,29
8/28/2013,1.59295270261214,22,31.8
8/29/2013,4.33035686146989,20.7,31.2
8/30/2013,26.7827631771072,22.5,30.3
